date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:44:05	53182/53182	---M--	200	added ('OK')	image/png	etag:%2265680f30-cfbe%22	https://themewagon.github.io/mr-mrs/img/Groomsmen-1.png	C:/Users/LENOVO/Downloads/Mayank%20Webichi/final%20cut/themewagon.github.io/mr-mrs/img/Groomsmen-1.png	(from https://themewagon.github.io/mr-mrs/)
16:44:06	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/mr-mrs/img/Groomsmen-4.png	C:/Users/LENOVO/Downloads/Mayank%20Webichi/final%20cut/themewagon.github.io/mr-mrs/img/Groomsmen-4.png	(from https://themewagon.github.io/mr-mrs/)
16:44:07	89795/89795	---M--	200	added ('OK')	text/javascript	date:Tue,%2004%20Apr%202023%2003:27:01%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.6.4/jquery.min.js	C:/Users/LENOVO/Downloads/Mayank%20Webichi/final%20cut/ajax.googleapis.com/ajax/libs/jquery/3.6.4/jquery.min.js	(from https://themewagon.github.io/mr-mrs/)
16:44:08	79665/79665	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213731-2JYXAt9UqpcPHzAIfI0LH2lnx4Q%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	C:/Users/LENOVO/Downloads/Mayank%20Webichi/final%20cut/cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	(from https://themewagon.github.io/mr-mrs/)
16:44:09	2303/2303	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265680f30-8ff%22	https://themewagon.github.io/mr-mrs/lib/easing/easing.min.js	C:/Users/LENOVO/Downloads/Mayank%20Webichi/final%20cut/themewagon.github.io/mr-mrs/lib/easing/easing.min.js	(from https://themewagon.github.io/mr-mrs/)
16:44:09	8159/8159	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265680f30-1fdf%22	https://themewagon.github.io/mr-mrs/lib/wow/wow.min.js	C:/Users/LENOVO/Downloads/Mayank%20Webichi/final%20cut/themewagon.github.io/mr-mrs/lib/wow/wow.min.js	(from https://themewagon.github.io/mr-mrs/)
16:44:09	9028/9028	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265680f30-2344%22	https://themewagon.github.io/mr-mrs/lib/waypoints/waypoints.min.js	C:/Users/LENOVO/Downloads/Mayank%20Webichi/final%20cut/themewagon.github.io/mr-mrs/lib/waypoints/waypoints.min.js	(from https://themewagon.github.io/mr-mrs/)
16:44:10	9754/9754	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265680f30-261a%22	https://themewagon.github.io/mr-mrs/lib/lightbox/js/lightbox.min.js	C:/Users/LENOVO/Downloads/Mayank%20Webichi/final%20cut/themewagon.github.io/mr-mrs/lib/lightbox/js/lightbox.min.js	(from https://themewagon.github.io/mr-mrs/)
16:44:10	1575/1575	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265680f30-627%22	https://themewagon.github.io/mr-mrs/js/main.js	C:/Users/LENOVO/Downloads/Mayank%20Webichi/final%20cut/themewagon.github.io/mr-mrs/js/main.js	(from https://themewagon.github.io/mr-mrs/)
16:44:11	85120/85120	---M--	200	added ('OK')	font/woff2	etag:W/%2214c80-7RZ9M14uDLAKgvLXNn8Fy01lV88%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff2?231ce25e89ab5804f9a6c427b8d325c9	C:/Users/LENOVO/Downloads/Mayank%20Webichi/final%20cut/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
16:44:12	113532/113532	---M--	200	added ('OK')	font/woff	etag:W/%221bb7c-47yt78jTFi+euyu4fJGbVQNZ9TA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff?231ce25e89ab5804f9a6c427b8d325c9	C:/Users/LENOVO/Downloads/Mayank%20Webichi/final%20cut/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
16:44:12	8476/8476	---M--	200	added ('OK')	image/gif	etag:%2265680f30-211c%22	https://themewagon.github.io/mr-mrs/lib/lightbox/images/loading.gif	C:/Users/LENOVO/Downloads/Mayank%20Webichi/final%20cut/themewagon.github.io/mr-mrs/lib/lightbox/images/loading.gif	(from https://themewagon.github.io/mr-mrs/lib/lightbox/css/lightbox.min.css)
16:44:13	151642/151642	---M--	200	added ('OK')	image/jpeg	etag:%2265680f30-2505a%22	https://themewagon.github.io/mr-mrs/img/wedding-date-bg.jpg	C:/Users/LENOVO/Downloads/Mayank%20Webichi/final%20cut/themewagon.github.io/mr-mrs/img/wedding-date-bg.jpg	(from https://themewagon.github.io/mr-mrs/css/style.css)
16:44:22	466188/466188	---M--	200	added ('OK')	image/png	etag:%2265680f30-71d0c%22	https://themewagon.github.io/mr-mrs/img/carousel-3.png	C:/Users/LENOVO/Downloads/Mayank%20Webichi/final%20cut/themewagon.github.io/mr-mrs/img/carousel-3.png	(from https://themewagon.github.io/mr-mrs/)
16:44:22	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
16:44:49	295151/295151	---M--	200	added ('OK')	image/jpeg	etag:%2265680f30-480ef%22	https://themewagon.github.io/mr-mrs/img/footer-bg.jpg	C:/Users/LENOVO/Downloads/Mayank%20Webichi/final%20cut/themewagon.github.io/mr-mrs/img/footer-bg.jpg	(from https://themewagon.github.io/mr-mrs/css/style.css)
